name,survived,gender,age
"Palsson, Miss. Stina Viola",no,female,3.0
"Palsson, Miss. Torborg Danira",no,female,8.0
"Palsson, Mrs. Nils (Alma Cornel",no,female,29.0
"Panula, Master. Eino Viljami",no,male,1.0
"Panula, Master. Juha Niilo",no,male,7.0
"Panula, Master. Urho Abraham",no,male,2.0
"Panula, Mr. Ernesti Arvid",no,male,16.0
"Panula, Mr. Jaako Arnold",no,male,14.0
"Panula, Mrs. Juha (Maria Emilia",no,female,41.0
"Pasic, Mr. Jakob",no,male,21.0
"Patchett, Mr. George",no,male,19.0
"Paulner, Mr. Uscher",no,male,
"Pavlovic, Mr. Stefo",no,male,32.0
"Peacock, Master. Alfred Edward",no,male,0.75
"Peacock, Miss. Treasteall",no,female,3.0
"Peacock, Mrs. Benjamin (Edith N",no,female,26.0
"Pearce, Mr. Ernest",no,male,
"Pedersen, Mr. Olaf",no,male,
"Peduzzi, Mr. Joseph",no,male,
"Pekoniemi, Mr. Edvard",no,male,21.0
"Peltomaki, Mr. Nikolai Johannes",no,male,25.0
"Perkin, Mr. John Henry",no,male,22.0
"Persson, Mr. Ernst Ulrik",yes,male,25.0
"Peter, Master. Michael J",yes,male,
"Peter, Miss. Anna",yes,female,
"Peter, Mrs. Catherine (Catherin",yes,female,
"Peters, Miss. Katie",no,female,
"Petersen, Mr. Marius",no,male,24.0
"Petranec, Miss. Matilda",no,female,28.0
"Petroff, Mr. Nedelio",no,male,19.0
"Petroff, Mr. Pastcho (Pentcho",no,male,
"Petterson, Mr. Johan Emil",no,male,25.0
"Pettersson, Miss. Ellen Natalia",no,female,18.0
"Pickard, Mr. Berk (Berk Trembis",yes,male,32.0
"Plotcharsky, Mr. Vasil",no,male,
"Pokrnic, Mr. Mate",no,male,17.0
"Pokrnic, Mr. Tome",no,male,24.0
"Radeff, Mr. Alexander",no,male,
"Rasmussen, Mrs. (Lena Jacobsen",no,female,
"Razi, Mr. Raihed",no,male,
"Reed, Mr. James George",no,male,
"Rekic, Mr. Tido",no,male,38.0
"Reynolds, Mr. Harold J",no,male,21.0
"Rice, Master. Albert",no,male,10.0
"Rice, Master. Arthur",no,male,4.0
"Rice, Master. Eric",no,male,7.0
"Rice, Master. Eugene",no,male,2.0
"Rice, Master. George Hugh",no,male,8.0
"Rice, Mrs. William (Margaret No",no,female,39.0
"Riihivouri, Miss. Susanna Juhan",no,female,22.0
"Rintamaki, Mr. Matti",no,male,35.0
"Riordan, Miss. Johanna Hannah",yes,female,
"Risien, Mr. Samuel Beard",no,male,
"Risien, Mrs. Samuel (Emma)",no,female,
"Robins, Mr. Alexander A",no,male,50.0
"Robins, Mrs. Alexander A (Grace",no,female,47.0
"Rogers, Mr. William John",no,male,
"Rommetvedt, Mr. Knud Paust",no,male,
"Rosblom, Miss. Salli Helena",no,female,2.0
"Rosblom, Mr. Viktor Richard",no,male,18.0
"Rosblom, Mrs. Viktor (Helena Wi",no,female,41.0
"Roth, Miss. Sarah A",yes,female,
"Rouse, Mr. Richard Henry",no,male,50.0
"Rush, Mr. Alfred George John",no,male,16.0
"Ryan, Mr. Edward",yes,male,
"Ryan, Mr. Patrick",no,male,
"Saad, Mr. Amin",no,male,
"Saad, Mr. Khalil",no,male,25.0
"Saade, Mr. Jean Nassr",no,male,
"Sadlier, Mr. Matthew",no,male,
"Sadowitz, Mr. Harry",no,male,
"Saether, Mr. Simon Sivertsen",no,male,38.5
"Sage, Master. Thomas Henry",no,male,
"Sage, Master. William Henry",no,male,14.5
"Sage, Miss. Ada",no,female,
"Sage, Miss. Constance Gladys",no,female,
"Sage, Miss. Dorothy Edith Doll",no,female,
"Sage, Miss. Stella Anna",no,female,
"Sage, Mr. Douglas Bullen",no,male,
"Sage, Mr. Frederick",no,male,
"Sage, Mr. George John Jr",no,male,
"Sage, Mr. John George",no,male,
"Sage, Mrs. John (Annie Bullen)",no,female,
"Salander, Mr. Karl Johan",no,male,24.0
"Salkjelsvik, Miss. Anna Kristin",yes,female,21.0
"Salonen, Mr. Johan Werner",no,male,39.0
"Samaan, Mr. Elias",no,male,
"Samaan, Mr. Hanna",no,male,
"Samaan, Mr. Youssef",no,male,
"Sandstrom, Miss. Beatrice Irene",yes,female,1.0
"Sandstrom, Mrs. Hjalmar (Agnes",yes,female,24.0
"Sandstrom, Miss. Marguerite Rut",yes,female,4.0
"Sap, Mr. Julius",yes,male,25.0
"Saundercock, Mr. William Henry",no,male,20.0
"Sawyer, Mr. Frederick Charles",no,male,24.5
"Scanlan, Mr. James",no,male,
"Sdycoff, Mr. Todor",no,male,
"Shaughnessy, Mr. Patrick",no,male,
"Sheerlinck, Mr. Jan Baptist",yes,male,29.0
"Shellard, Mr. Frederick William",no,male,
"Shine, Miss. Ellen Natalia",yes,female,
"Shorney, Mr. Charles Joseph",no,male,
"Simmons, Mr. John",no,male,
"Sirayanian, Mr. Orsen",no,male,22.0
"Sirota, Mr. Maurice",no,male,
"Sivic, Mr. Husein",no,male,40.0
"Sivola, Mr. Antti Wilhelm",no,male,21.0
"Sjoblom, Miss. Anna Sofia",yes,female,18.0
"Skoog, Master. Harald",no,male,4.0
"Skoog, Master. Karl Thorsten",no,male,10.0
"Skoog, Miss. Mabel",no,female,9.0
"Skoog, Miss. Margit Elizabeth",no,female,2.0
"Skoog, Mr. Wilhelm",no,male,40.0
"Skoog, Mrs. William (Anna Bernh",no,female,45.0
"Slabenoff, Mr. Petco",no,male,
"Slocovski, Mr. Selman Francis",no,male,
"Smiljanic, Mr. Mile",no,male,
"Smith, Mr. Thomas",no,male,
"Smyth, Miss. Julia",yes,female,
"Soholt, Mr. Peter Andreas Lauri",no,male,19.0
"Somerton, Mr. Francis William",no,male,30.0
"Spector, Mr. Woolf",no,male,
"Spinner, Mr. Henry John",no,male,32.0
"Staneff, Mr. Ivan",no,male,
"Stankovic, Mr. Ivan",no,male,33.0
"Stanley, Miss. Amy Zillah Elsie",yes,female,23.0
"Stanley, Mr. Edward Roland",no,male,21.0
"Storey, Mr. Thomas",no,male,60.5
"Stoytcheff, Mr. Ilia",no,male,19.0
"Strandberg, Miss. Ida Sofia",no,female,22.0
"Stranden, Mr. Juho",yes,male,31.0
"Strilic, Mr. Ivan",no,male,27.0
"Strom, Miss. Telma Matilda",no,female,2.0
"Strom, Mrs. Wilhelm (Elna Matil",no,female,29.0
"Sunderland, Mr. Victor Francis",yes,male,16.0
"Sundman, Mr. Johan Julian",yes,male,44.0
"Sutehall, Mr. Henry Jr",no,male,25.0
"Svensson, Mr. Johan",no,male,74.0
"Svensson, Mr. Johan Cervin",yes,male,14.0
"Svensson, Mr. Olof",no,male,24.0
"Tenglin, Mr. Gunnar Isidor",yes,male,25.0
"Theobald, Mr. Thomas Leonard",no,male,34.0
"Thomas, Master. Assad Alexander",yes,male,0.416700006
"Thomas, Mr. Charles P",no,male,
"Thomas, Mr. John",no,male,
"Thomas, Mr. Tannous",no,male,
"Thomas, Mrs. Alexander (Thamine",yes,female,16.0
"Thomson, Mr. Alexander Morrison",no,male,
"Thorneycroft, Mr. Percival",no,male,
"Thorneycroft, Mrs. Percival (Fl",yes,female,
"Tikkanen, Mr. Juho",no,male,32.0
"Tobin, Mr. Roger",no,male,
"Todoroff, Mr. Lalio",no,male,
"Tomlin, Mr. Ernest Portage",no,male,30.5
"Torber, Mr. Ernst William",no,male,44.0
"Torfa, Mr. Assad",no,male,
"Tornquist, Mr. William Henry",yes,male,25.0
"Toufik, Mr. Nakli",no,male,
"Touma, Master. Georges Youssef",yes,male,7.0
"Touma, Miss. Maria Youssef",yes,female,9.0
"Touma, Mrs. Darwis (Hanne Youss",yes,female,29.0
"Turcin, Mr. Stjepan",no,male,36.0
"Turja, Miss. Anna Sofia",yes,female,18.0
"Turkula, Mrs. (Hedwig)",yes,female,63.0
"van Billiard, Master. James Wil",no,male,
"van Billiard, Master. Walter Jo",no,male,11.5
"van Billiard, Mr. Austin Blyler",no,male,40.5
"Van Impe, Miss. Catharina",no,female,10.0
"Van Impe, Mr. Jean Baptiste",no,male,36.0
"Van Impe, Mrs. Jean Baptiste (R",no,female,30.0
"van Melkebeke, Mr. Philemon",no,male,
"Vande Velde, Mr. Johannes Josep",no,male,33.0
"Vande Walle, Mr. Nestor Cyriel",no,male,28.0
"Vanden Steen, Mr. Leo Peter",no,male,28.0
"Vander Cruyssen, Mr. Victor",no,male,47.0
"Vander Planke, Miss. Augusta Ma",no,female,18.0
"Vander Planke, Mr. Julius",no,male,31.0
"Vander Planke, Mr. Leo Edmondus",no,male,16.0
"Vander Planke, Mrs. Julius (Eme",no,female,31.0
"Vartanian, Mr. David",yes,male,22.0
"Vendel, Mr. Olof Edvin",no,male,20.0
"Vestrom, Miss. Hulda Amanda Ado",no,female,14.0
"Vovk, Mr. Janko",no,male,22.0
"Waelens, Mr. Achille",no,male,22.0
"Ware, Mr. Frederick",no,male,
"Warren, Mr. Charles William",no,male,
"Webber, Mr. James",no,male,
"Wenzel, Mr. Linhart",no,male,32.5
"Whabee, Mrs. George Joseph (Sha",yes,female,38.0
"Widegren, Mr. Carl/Charles Pete",no,male,51.0
"Wiklund, Mr. Jakob Alfred",no,male,18.0
"Wiklund, Mr. Karl Johan",no,male,21.0
"Wilkes, Mrs. James (Ellen Needs",yes,female,47.0
"Willer, Mr. Aaron (Abi Weller",no,male,
"Willey, Mr. Edward",no,male,
"Williams, Mr. Howard Hugh Harr",no,male,
"Williams, Mr. Leslie",no,male,28.5
"Windelov, Mr. Einar",no,male,21.0
"Wirz, Mr. Albert",no,male,27.0
"Wiseman, Mr. Phillippe",no,male,
"Wittevrongel, Mr. Camille",no,male,36.0
"Yasbeck, Mr. Antoni",no,male,27.0
"Yasbeck, Mrs. Antoni (Selini Al",yes,female,15.0
"Youseff, Mr. Gerious",no,male,45.5
"Yousif, Mr. Wazli",no,male,
"Yousseff, Mr. Gerious",no,male,
"Zabour, Miss. Hileni",no,female,14.5
"Zabour, Miss. Thamine",no,female,
"Zakarian, Mr. Mapriededer",no,male,26.5
"Zakarian, Mr. Ortin",no,male,27.0
"Zimmerman, Mr. Leo",no,male,29.0
